anchor_type,anchor_value,attack_surface,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,group_failure_share,group_support,overall_failure_share,overall_support,pattern_id,primary_reason,specificity_lift,summary
sast_test,codeql:py/path-injection,Storage & Filesystem,Persistent target findings on codeql:py/path-injection,Storage & Filesystem,CWE-20,0.1,1,0.012987012987012988,1,unresolved_target_findings::sast_test:codeql:py/path-injection,unresolved_target_findings,7.7,Persistent target findings on codeql:py/path-injection appeared in 1/10 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,bandit:B108,Storage & Filesystem,Persistent target findings on bandit:B108,Storage & Filesystem,CWE-20,0.1,1,0.012987012987012988,1,unresolved_target_findings::sast_test:bandit:B108,unresolved_target_findings,7.7,Persistent target findings on bandit:B108 appeared in 1/10 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B108`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,codeql:py/path-injection,Storage & Filesystem,Off-target findings introduced via codeql:py/path-injection,Storage & Filesystem,CWE-20,0.5,5,0.1038961038961039,8,unresolved_off_target_findings::sast_test:codeql:py/path-injection,unresolved_off_target_findings,4.8125,Off-target findings introduced via codeql:py/path-injection appeared in 5/10 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,bandit:B108,Storage & Filesystem,Off-target findings introduced via bandit:B108,Storage & Filesystem,CWE-287,0.2,2,0.06493506493506493,5,unresolved_off_target_findings::sast_test:bandit:B108,unresolved_off_target_findings,3.0800000000000005,Off-target findings introduced via bandit:B108 appeared in 2/10 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-287`. Most recurrent unresolved SAST test: `bandit:B108`. Most recurrent unresolved final CWE: `CWE-377`.
generic,,Storage & Filesystem,Syntax errors in generated code,Storage & Filesystem,CWE-20,0.1,1,0.09090909090909091,7,syntax_error,syntax_error,1.1,Syntax errors in generated code appeared in 1/10 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`.
sast_test,bandit:B105,Authentication & Access Control,Off-target findings introduced via bandit:B105,Authentication & Access Control,CWE-20,0.375,6,0.1038961038961039,8,unresolved_off_target_findings::sast_test:bandit:B105,unresolved_off_target_findings,3.6093749999999996,Off-target findings introduced via bandit:B105 appeared in 6/16 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B105`. Most recurrent unresolved final CWE: `CWE-259`.
sast_test,codeql:py/flask-debug,Authentication & Access Control,Off-target findings introduced via codeql:py/flask-debug,Authentication & Access Control,CWE-22,0.25,4,0.07792207792207792,6,unresolved_off_target_findings::sast_test:codeql:py/flask-debug,unresolved_off_target_findings,3.2083333333333335,Off-target findings introduced via codeql:py/flask-debug appeared in 4/16 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/flask-debug`. Most recurrent unresolved final CWE: `CWE-215`.
generic,,Authentication & Access Control,No code returned,Authentication & Access Control,CWE-20,0.1875,3,0.07792207792207792,6,no_code,no_code,2.40625,No code returned appeared in 3/16 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`.
sast_test,codeql:py/weak-sensitive-data-hashing,Authentication & Access Control,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing,Authentication & Access Control,CWE-20,0.0625,1,0.025974025974025976,2,unresolved_off_target_findings::sast_test:codeql:py/weak-sensitive-data-hashing,unresolved_off_target_findings,2.40625,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing appeared in 1/16 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/weak-sensitive-data-hashing`. Most recurrent unresolved final CWE: `CWE-327`.
sast_test,codeql:py/polynomial-redos,Authentication & Access Control,Off-target findings introduced via codeql:py/polynomial-redos,Authentication & Access Control,CWE-20,0.0625,1,0.07792207792207792,6,unresolved_off_target_findings::sast_test:codeql:py/polynomial-redos,unresolved_off_target_findings,0.8020833333333334,Off-target findings introduced via codeql:py/polynomial-redos appeared in 1/16 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/polynomial-redos`. Most recurrent unresolved final CWE: `CWE-1333`.
sast_test,bandit:B314,Data Exchange & External Services,Persistent target findings on bandit:B314,Data Exchange & External Services,CWE-20,0.2222222222222222,2,0.025974025974025976,2,unresolved_target_findings::sast_test:bandit:B314,unresolved_target_findings,8.555555555555555,Persistent target findings on bandit:B314 appeared in 2/9 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B314`. Most recurrent unresolved final CWE: `CWE-20`.
sast_test,codeql:py/partial-ssrf,Data Exchange & External Services,Off-target findings introduced via codeql:py/partial-ssrf,Data Exchange & External Services,CWE-89,0.1111111111111111,1,0.012987012987012988,1,unresolved_off_target_findings::sast_test:codeql:py/partial-ssrf,unresolved_off_target_findings,8.555555555555555,Off-target findings introduced via codeql:py/partial-ssrf appeared in 1/9 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-89`. Most recurrent unresolved SAST test: `codeql:py/partial-ssrf`. Most recurrent unresolved final CWE: `CWE-918`.
sast_test,codeql:py/stack-trace-exposure,Data Exchange & External Services,Off-target findings introduced via codeql:py/stack-trace-exposure,Data Exchange & External Services,CWE-20,0.1111111111111111,1,0.012987012987012988,1,unresolved_off_target_findings::sast_test:codeql:py/stack-trace-exposure,unresolved_off_target_findings,8.555555555555555,Off-target findings introduced via codeql:py/stack-trace-exposure appeared in 1/9 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/stack-trace-exposure`. Most recurrent unresolved final CWE: `CWE-209`.
sast_test,bandit:B405,Data Exchange & External Services,Persistent target findings on bandit:B405,Data Exchange & External Services,CWE-20,0.1111111111111111,1,0.012987012987012988,1,unresolved_target_findings::sast_test:bandit:B405,unresolved_target_findings,8.555555555555555,Persistent target findings on bandit:B405 appeared in 1/9 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B405`. Most recurrent unresolved final CWE: `CWE-20`.
generic,,Data Exchange & External Services,Syntax errors in generated code,Data Exchange & External Services,CWE-20,0.2222222222222222,2,0.09090909090909091,7,syntax_error,syntax_error,2.444444444444444,Syntax errors in generated code appeared in 2/9 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`.
sast_test,bandit:B404,Execution Environment & Infrastructure,Persistent target findings on bandit:B404,Execution Environment & Infrastructure,CWE-20,0.2777777777777778,5,0.06493506493506493,5,unresolved_target_findings::sast_test:bandit:B404,unresolved_target_findings,4.277777777777779,Persistent target findings on bandit:B404 appeared in 5/18 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B404`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B605,Execution Environment & Infrastructure,Persistent target findings on bandit:B605,Execution Environment & Infrastructure,CWE-20,0.2222222222222222,4,0.05194805194805195,4,unresolved_target_findings::sast_test:bandit:B605,unresolved_target_findings,4.277777777777778,Persistent target findings on bandit:B605 appeared in 4/18 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B605`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B603,Execution Environment & Infrastructure,Persistent target findings on bandit:B603,Execution Environment & Infrastructure,CWE-20,0.1111111111111111,2,0.025974025974025976,2,unresolved_target_findings::sast_test:bandit:B603,unresolved_target_findings,4.277777777777778,Persistent target findings on bandit:B603 appeared in 2/18 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B603`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B404,Execution Environment & Infrastructure,Off-target findings introduced via bandit:B404,Execution Environment & Infrastructure,CWE-22,0.05555555555555555,1,0.012987012987012988,1,unresolved_off_target_findings::sast_test:bandit:B404,unresolved_off_target_findings,4.277777777777778,Off-target findings introduced via bandit:B404 appeared in 1/18 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B404`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B603,Execution Environment & Infrastructure,Off-target findings introduced via bandit:B603,Execution Environment & Infrastructure,CWE-502,0.05555555555555555,1,0.012987012987012988,1,unresolved_off_target_findings::sast_test:bandit:B603,unresolved_off_target_findings,4.277777777777778,Off-target findings introduced via bandit:B603 appeared in 1/18 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B603`. Most recurrent unresolved final CWE: `CWE-78`.
