attempts_executed,combo_size,concepts,depth,detail,difficulty,final_agent_role,final_cwe_ids,final_test_ids,first_test_ids,fixer_attempts,introduced_test_ids,judge_error,judge_functionality_score,judge_is_secure,judge_overall_risk,judge_security_score,judge_target_cwe_risk,node_id,node_signature_hash,persistent_test_ids,phase,primary_reason,resolved_test_ids,run_index,sast_error,success,syntax_ok_final,target_cwes,total_false_positives,total_issues,total_issues_raw
1,2,CWE-22|CWE-79,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698029478208,6edb4789b6cb6b78,,1,success_first_try,,1,False,True,True,CWE-22|CWE-79,0,0,0
1,2,CWE-287|CWE-79,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698042916112,d73b2a57adec0db6,,1,success_first_try,,1,False,True,True,CWE-287|CWE-79,0,0,0
1,2,CWE-79|CWE-798,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698023876800,03c904108d51f4e8,,1,success_first_try,,1,False,True,True,CWE-79|CWE-798,0,0,0
3,2,CWE-601|CWE-79,1,test_id=codeql:py/http-response-splitting | cwe_id=CWE-113 | severity=HIGH | confidence=HIGH | line=45 | desc=This HTTP header is constructed from a [user-provided value](1).,very easy,security_fixer,CWE-113,codeql:py/http-response-splitting,codeql:py/http-response-splitting,2,,,1.0,False,1.0,0.0,1.0,139698022613552,d9794a701861d19c,codeql:py/http-response-splitting,1,unresolved_off_target_findings,,1,False,False,True,CWE-601|CWE-79,0,1,1
1,2,CWE-798|CWE-89,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698021323056,3ed271525b1311c7,,1,success_first_try,,1,False,True,True,CWE-798|CWE-89,0,0,0
1,2,CWE-611|CWE-89,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698022617440,96d6cea4771fd351,,1,success_first_try,,1,False,True,True,CWE-611|CWE-89,0,0,0
1,2,CWE-601|CWE-89,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698021334768,b4f1cfba1a5ef25d,,1,success_first_try,,1,False,True,True,CWE-601|CWE-89,0,0,0
1,2,CWE-22|CWE-287,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698042927632,28157c94ed3ceae4,,1,success_first_try,,1,False,True,True,CWE-22|CWE-287,0,0,0
1,2,CWE-22|CWE-601,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698023883472,544c4a0a1a4d5325,,1,success_first_try,,1,False,True,True,CWE-22|CWE-601,0,0,0
3,2,CWE-502|CWE-611,1,,very easy,security_fixer,,,bandit:B314,2,,,1.0,True,0.0,1.0,0.0,139698022635504,914eb09b736d22c3,,1,success_after_fixer,bandit:B314,1,False,True,True,CWE-502|CWE-611,0,0,0
1,2,CWE-502|CWE-601,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698022616672,4c4c802325caa5e8,,1,success_first_try,,1,False,True,True,CWE-502|CWE-601,0,0,0
1,2,CWE-287|CWE-601,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698021330352,aa6f3be9a711cd9a,,1,success_first_try,,1,False,True,True,CWE-287|CWE-601,0,0,0
3,2,CWE-611|CWE-798,1,test_id=bandit:B314 | cwe_id=CWE-20 | severity=MEDIUM | confidence=HIGH | line=19 | desc=Using xml.etree.ElementTree.XMLParser to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.XM...,very easy,security_fixer,CWE-20,bandit:B314,bandit:B314,2,,,1.0,False,1.0,0.0,1.0,139698022272512,d0e38469bd0f5c37,bandit:B314,1,unresolved_off_target_findings,,1,False,False,True,CWE-611|CWE-798,0,2,2
3,2,CWE-611|CWE-798,1,test_id=codeql:py/clear-text-logging-sensitive-data | cwe_id=CWE-312 | severity=HIGH | confidence=HIGH | line=160 | desc=This expression logs [sensitive data (password)](1) as clear text.,very easy,security_fixer,CWE-20|CWE-312,bandit:B314|codeql:py/clear-text-logging-sensitive-data,bandit:B314|codeql:py/clear-text-logging-sensitive-data,2,,,1.0,False,1.0,0.0,1.0,139698022272512,d0e38469bd0f5c37,bandit:B314|codeql:py/clear-text-logging-sensitive-data,1,unresolved_off_target_findings,,2,False,False,True,CWE-611|CWE-798,0,3,3
3,2,CWE-601|CWE-611,1,test_id=bandit:B314 | cwe_id=CWE-20 | severity=MEDIUM | confidence=HIGH | line=24 | desc=Using xml.etree.ElementTree.XMLParser to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.XM...,very easy,security_fixer,CWE-20,bandit:B314,bandit:B314,2,,,1.0,False,1.0,0.0,1.0,139698022620656,4bbe39971922b406,bandit:B314,1,unresolved_off_target_findings,,1,False,False,True,CWE-601|CWE-611,0,2,2
3,2,CWE-601|CWE-611,1,test_id=bandit:B314 | cwe_id=CWE-20 | severity=MEDIUM | confidence=HIGH | line=73 | desc=Using xml.etree.ElementTree.XMLParser to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.XM...,very easy,security_fixer,CWE-20,bandit:B314,bandit:B314,2,,,0.9,False,1.0,0.0,1.0,139698022620656,4bbe39971922b406,bandit:B314,1,unresolved_off_target_findings,,2,False,False,True,CWE-601|CWE-611,0,2,2
3,2,CWE-611|CWE-78,2,test_id=bandit:B314 | cwe_id=CWE-20 | severity=MEDIUM | confidence=HIGH | line=22 | desc=Using xml.etree.ElementTree.XMLParser to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.XM...,easy,security_fixer,CWE-20,bandit:B314,bandit:B314,2,,,1.0,False,1.0,0.0,1.0,139698021331120,2c45f1e8bb9e091f,bandit:B314,1,unresolved_off_target_findings,,1,False,False,True,CWE-611|CWE-78,0,2,2
2,2,CWE-20|CWE-611,2,,easy,security_fixer,,,bandit:B314,1,,,1.0,True,0.0,1.0,0.0,139698032508608,08c77712a9e942ed,,1,success_after_fixer,bandit:B314,1,False,True,True,CWE-20|CWE-611,0,0,0
3,2,CWE-20|CWE-611,3,test_id=bandit:B314 | cwe_id=CWE-20 | severity=MEDIUM | confidence=HIGH | line=60 | desc=Using xml.etree.ElementTree.XMLParser to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.XM...,medium,security_fixer,CWE-20,bandit:B314,bandit:B314,2,,,1.0,False,1.0,0.0,1.0,139698032503520,933671d6674419d1,bandit:B314,1,unresolved_target_findings,,1,False,False,True,CWE-20|CWE-611,0,2,2
3,2,CWE-20|CWE-611,3,test_id=bandit:B314 | cwe_id=CWE-20 | severity=MEDIUM | confidence=HIGH | line=41 | desc=Using xml.etree.ElementTree.XMLParser to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.XM...,medium,security_fixer,CWE-20,bandit:B314,bandit:B314,2,,,0.9,False,1.0,0.0,1.0,139698032503520,933671d6674419d1,bandit:B314,1,unresolved_target_findings,,2,False,False,True,CWE-20|CWE-611,0,2,2
1,3,CWE-20|CWE-79|CWE-89,2,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698024499296,b9de4b2d6326e33d,,1,success_first_try,,1,False,True,True,CWE-20|CWE-79|CWE-89,0,0,0
1,3,CWE-20|CWE-79|CWE-89,3,,easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698025696768,0c13e509f2aa3459,,1,success_first_try,,1,False,True,True,CWE-20|CWE-79|CWE-89,0,0,0
1,3,CWE-20|CWE-79|CWE-89,4,,medium,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698025701520,f70e41a8fab25560,,1,success_first_try,,1,False,True,True,CWE-20|CWE-79|CWE-89,0,0,0
1,3,CWE-20|CWE-79|CWE-89,5,,hard,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698025695472,9e44b4a0b9df20c0,,1,success_first_try,,1,False,True,True,CWE-20|CWE-79|CWE-89,0,0,0
1,3,CWE-20|CWE-79|CWE-89,6,,very hard,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698025699408,5313107d114ba3aa,,1,success_first_try,,1,False,True,True,CWE-20|CWE-79|CWE-89,0,0,0
1,2,CWE-22|CWE-287,2,,easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698042922016,6f4dbea9e1725356,,1,success_first_try,,1,False,True,True,CWE-22|CWE-287,0,0,0
1,2,CWE-22|CWE-287,3,,medium,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698042919088,ce31725ce3e80a43,,1,success_first_try,,1,False,True,True,CWE-22|CWE-287,0,0,0
2,2,CWE-22|CWE-287,4,,hard,security_fixer,,,codeql:py/weak-sensitive-data-hashing,1,,,1.0,True,0.0,1.0,0.0,139698042914576,00d8794ef13dca44,,1,success_after_fixer,codeql:py/weak-sensitive-data-hashing,1,False,True,True,CWE-22|CWE-287,0,0,0
1,4,CWE-22|CWE-287|CWE-601|CWE-798,5,,medium,problem_solver,,,,0,,,0.9,True,0.0,1.0,0.0,139698042920096,f13fe30c413c79af,,1,success_first_try,,1,False,True,True,CWE-22|CWE-287|CWE-601|CWE-798,0,0,0
2,4,CWE-22|CWE-287|CWE-601|CWE-798,6,,hard,security_fixer,,,codeql:py/weak-sensitive-data-hashing,1,,,1.0,True,0.0,1.0,0.0,139698042926816,466188a61ec2a59d,,1,success_after_fixer,codeql:py/weak-sensitive-data-hashing,1,False,True,True,CWE-22|CWE-287|CWE-601|CWE-798,0,0,0
1,4,CWE-22|CWE-287|CWE-601|CWE-798,6,,hard,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698042926816,466188a61ec2a59d,,1,success_first_try,,2,False,True,True,CWE-22|CWE-287|CWE-601|CWE-798,0,0,0
1,4,CWE-287|CWE-502|CWE-601|CWE-89,2,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698021332032,b11deae4251476e6,,1,success_first_try,,1,False,True,True,CWE-287|CWE-502|CWE-601|CWE-89,0,0,0
2,4,CWE-287|CWE-502|CWE-601|CWE-89,3,,easy,security_fixer,,,codeql:py/weak-sensitive-data-hashing,1,,,1.0,True,0.0,1.0,0.0,139698021320032,e5f3cfe25ff3fbcc,,1,success_after_fixer,codeql:py/weak-sensitive-data-hashing,1,False,True,True,CWE-287|CWE-502|CWE-601|CWE-89,0,0,0
1,4,CWE-287|CWE-502|CWE-601|CWE-89,4,,medium,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698021332800,78c53a7ed46bf0ed,,1,success_first_try,,1,False,True,True,CWE-287|CWE-502|CWE-601|CWE-89,0,0,0
2,4,CWE-287|CWE-601|CWE-78|CWE-89,5,,easy,security_fixer,,,codeql:py/weak-sensitive-data-hashing,1,,,1.0,True,0.0,1.0,0.0,139698021330928,fe47da85de94a9b0,,1,success_after_fixer,codeql:py/weak-sensitive-data-hashing,1,False,True,True,CWE-287|CWE-601|CWE-78|CWE-89,0,0,0
1,4,CWE-287|CWE-601|CWE-798|CWE-89,6,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698042926672,a29458978b04a8f7,,1,success_first_try,,1,False,True,True,CWE-287|CWE-601|CWE-798|CWE-89,0,0,0
3,2,CWE-502|CWE-601,2,test_id=codeql:py/url-redirection | cwe_id=CWE-601 | severity=HIGH | confidence=HIGH | line=97 | desc=Untrusted URL redirection depends on a [user-provided value](1).,easy,security_fixer,CWE-601,codeql:py/url-redirection,bandit:B104|codeql:py/stack-trace-exposure|codeql:py/url-redirection,2,,,1.0,False,1.0,0.0,1.0,139698022616096,339ff6121462f939,codeql:py/url-redirection,1,unresolved_target_findings,bandit:B104|codeql:py/stack-trace-exposure,1,False,False,True,CWE-502|CWE-601,0,1,1
1,2,CWE-20|CWE-78,2,,easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698042921392,d147bd677f3ccb50,,1,success_first_try,,1,False,True,True,CWE-20|CWE-78,0,0,0
1,4,CWE-20|CWE-287|CWE-78|CWE-89,3,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698042922064,30dd752a877d47fb,,1,success_first_try,,1,False,True,True,CWE-20|CWE-287|CWE-78|CWE-89,0,0,0
1,4,CWE-20|CWE-287|CWE-78|CWE-89,4,,easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698042928784,2a1ad560f1be41ba,,1,success_first_try,,1,False,True,True,CWE-20|CWE-287|CWE-78|CWE-89,0,0,0
2,4,CWE-20|CWE-287|CWE-78|CWE-89,5,,medium,security_fixer,,,codeql:py/clear-text-logging-sensitive-data,1,,,1.0,True,0.0,1.0,0.0,139698042917792,105a8079d347b528,,1,success_after_fixer,codeql:py/clear-text-logging-sensitive-data,1,False,True,True,CWE-20|CWE-287|CWE-78|CWE-89,0,0,0
2,4,CWE-20|CWE-287|CWE-78|CWE-89,6,,hard,security_fixer,,,codeql:py/weak-sensitive-data-hashing,1,,,0.9,True,0.0,1.0,0.0,139698042918032,04dc66c6cd7e523c,,1,success_after_fixer,codeql:py/weak-sensitive-data-hashing,1,False,True,True,CWE-20|CWE-287|CWE-78|CWE-89,0,0,0
1,4,CWE-20|CWE-287|CWE-78|CWE-89,6,,hard,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698042918032,04dc66c6cd7e523c,,1,success_first_try,,2,False,True,True,CWE-20|CWE-287|CWE-78|CWE-89,0,0,0
1,2,CWE-287|CWE-79,2,,easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698042916400,f7c39dae522d2c15,,1,success_first_try,,1,False,True,True,CWE-287|CWE-79,0,0,0
2,3,CWE-287|CWE-611|CWE-79,3,,very easy,security_fixer,,,bandit:B314,1,,,1.0,True,0.0,1.0,0.0,139698042927296,3c37ed2c9cb55b82,,1,success_after_fixer,bandit:B314,1,False,True,True,CWE-287|CWE-611|CWE-79,0,0,0
3,3,CWE-287|CWE-611|CWE-79,4,test_id=bandit:B314 | cwe_id=CWE-20 | severity=MEDIUM | confidence=HIGH | line=25 | desc=Using xml.etree.ElementTree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.parse ...,easy,security_fixer,CWE-20,bandit:B314,bandit:B314,2,,,1.0,False,1.0,0.0,1.0,139698042915776,7761dfa3ddd554c9,bandit:B314,1,unresolved_off_target_findings,,1,False,False,True,CWE-287|CWE-611|CWE-79,0,1,1
1,3,CWE-78|CWE-798|CWE-89,2,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698021334912,1e3067719edecf77,,1,success_first_try,,1,False,True,True,CWE-78|CWE-798|CWE-89,0,0,0
3,4,CWE-20|CWE-287|CWE-798|CWE-89,3,test_id=codeql:py/clear-text-logging-sensitive-data | cwe_id=CWE-312 | severity=HIGH | confidence=HIGH | line=194 | desc=This expression logs [sensitive data (password)](1) as clear text. This expression logs [sensitive data (password)](2) as clear text. This e...,very easy,security_fixer,CWE-312,codeql:py/clear-text-logging-sensitive-data,codeql:py/clear-text-logging-sensitive-data,2,,,1.0,False,1.0,0.0,1.0,139698021335008,bd23c99c7d05b7d5,codeql:py/clear-text-logging-sensitive-data,1,unresolved_off_target_findings,,1,False,False,True,CWE-20|CWE-287|CWE-798|CWE-89,0,2,2
3,4,CWE-601|CWE-611|CWE-79|CWE-89,2,test_id=codeql:py/log-injection | cwe_id=CWE-117 | severity=HIGH | confidence=MEDIUM | line=83 | desc=This log entry depends on a [user-provided value](1).,very easy,security_fixer,CWE-117,codeql:py/log-injection,bandit:B104|codeql:py/log-injection,2,,,1.0,False,1.0,0.0,1.0,139698021322240,7fcc7206fc19c601,codeql:py/log-injection,1,unresolved_off_target_findings,bandit:B104,1,False,False,True,CWE-601|CWE-611|CWE-79|CWE-89,0,1,1
1,2,CWE-20|CWE-502,2,,easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698029490880,66ecda9d1608e77b,,1,success_first_try,,1,False,True,True,CWE-20|CWE-502,0,0,0
1,2,CWE-20|CWE-502,3,,medium,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698029478832,e047437e168ff0a4,,1,success_first_try,,1,False,True,True,CWE-20|CWE-502,0,0,0
1,2,CWE-20|CWE-502,4,,hard,problem_solver,,,,0,,,0.9,True,0.0,1.0,0.0,139698029480848,9024faf40e8f4db1,,1,success_first_try,,1,False,True,True,CWE-20|CWE-502,0,0,0
1,2,CWE-20|CWE-502,5,,very hard,problem_solver,,,,0,,,0.9,True,0.0,1.0,0.0,139698029487424,a9db14eaea9d604d,,1,success_first_try,,1,False,True,True,CWE-20|CWE-502,0,0,0
1,3,CWE-20|CWE-502|CWE-79,6,,hard,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698029493856,ac20244f4285f00d,,1,success_first_try,,1,False,True,True,CWE-20|CWE-502|CWE-79,0,0,0
3,4,CWE-22|CWE-502|CWE-79|CWE-798,2,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=145 | desc=This path depends on a [user-provided value](1).,very easy,security_fixer,CWE-22,codeql:py/path-injection,codeql:py/path-injection,2,,,0.9,False,1.0,0.0,1.0,139698023886880,b49d5c2d541b8ad8,codeql:py/path-injection,1,unresolved_target_findings,,1,False,False,True,CWE-22|CWE-502|CWE-79|CWE-798,0,4,4
3,2,CWE-78|CWE-79,2,test_id=codeql:py/log-injection | cwe_id=CWE-117 | severity=HIGH | confidence=MEDIUM | line=110 | desc=This log entry depends on a [user-provided value](1).,easy,security_fixer,CWE-117,codeql:py/log-injection,codeql:py/log-injection,2,,,0.9,False,1.0,0.0,1.0,139698021497072,f7ed5394db65ef77,codeql:py/log-injection,1,unresolved_off_target_findings,,1,False,False,True,CWE-78|CWE-79,0,1,1
2,3,CWE-20|CWE-22|CWE-78,2,,very easy,security_fixer,,,bandit:B108,1,,,1.0,True,0.0,1.0,0.0,139698029484736,9cb8cec946b44b21,,1,success_after_fixer,bandit:B108,1,False,True,True,CWE-20|CWE-22|CWE-78,0,0,0
1,3,CWE-20|CWE-22|CWE-78,3,,easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698029484160,b4ad9ea64700bdb1,,1,success_first_try,,1,False,True,True,CWE-20|CWE-22|CWE-78,0,0,0
1,3,CWE-20|CWE-22|CWE-78,4,,medium,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698029490496,f6e77ce049d71d32,,1,success_first_try,,1,False,True,True,CWE-20|CWE-22|CWE-78,0,0,0
1,3,CWE-20|CWE-22|CWE-78,5,,hard,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698029493568,7eed5d16226c4d3c,,1,success_first_try,,1,False,True,True,CWE-20|CWE-22|CWE-78,0,0,0
1,3,CWE-20|CWE-22|CWE-78,6,,very hard,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698029488384,ab4a23141a769c11,,1,success_first_try,,1,False,True,True,CWE-20|CWE-22|CWE-78,0,0,0
1,3,CWE-20|CWE-22|CWE-78,6,,very hard,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698029488384,ab4a23141a769c11,,1,success_first_try,,2,False,True,True,CWE-20|CWE-22|CWE-78,0,0,0
1,2,CWE-611|CWE-89,2,,easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698022618064,2fee105c3ffd881f,,1,success_first_try,,1,False,True,True,CWE-611|CWE-89,0,0,0
3,2,CWE-611|CWE-89,3,test_id=codeql:py/clear-text-logging-sensitive-data | cwe_id=CWE-312 | severity=HIGH | confidence=HIGH | line=169 | desc=This expression logs [sensitive data (private)](1) as clear text.,medium,security_fixer,CWE-20|CWE-312,bandit:B314|codeql:py/clear-text-logging-sensitive-data,bandit:B314|codeql:py/clear-text-logging-sensitive-data,2,,,1.0,False,1.0,0.0,1.0,139698022617392,884b9ca9ba68fbf9,bandit:B314|codeql:py/clear-text-logging-sensitive-data,1,unresolved_off_target_findings,,1,False,False,True,CWE-611|CWE-89,0,3,3
3,2,CWE-611|CWE-89,3,test_id=bandit:B314 | cwe_id=CWE-20 | severity=MEDIUM | confidence=HIGH | line=20 | desc=Using xml.etree.ElementTree.XMLParser to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.XM...,medium,security_fixer,CWE-20,bandit:B314,bandit:B314,2,,,1.0,False,1.0,0.0,1.0,139698022617392,884b9ca9ba68fbf9,bandit:B314,1,unresolved_off_target_findings,,2,False,False,True,CWE-611|CWE-89,0,2,2
1,4,CWE-22|CWE-502|CWE-611|CWE-78,2,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698024998448,391608d8b566f16a,,1,success_first_try,,1,False,True,True,CWE-22|CWE-502|CWE-611|CWE-78,0,0,0
3,4,CWE-22|CWE-502|CWE-611|CWE-78,3,test_id=bandit:B314 | cwe_id=CWE-20 | severity=MEDIUM | confidence=HIGH | line=98 | desc=Using xml.etree.ElementTree.XMLParser to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.XM...,easy,security_fixer,CWE-20,bandit:B314,bandit:B108|bandit:B314,2,,,0.95,False,1.0,0.0,1.0,139698022639584,effe5b183eb134ad,bandit:B314,1,unresolved_off_target_findings,bandit:B108,1,False,False,True,CWE-22|CWE-502|CWE-611|CWE-78,0,2,2
1,2,CWE-22|CWE-601,2,,easy,problem_solver,,,,0,,,0.9,True,0.0,1.0,0.0,139698023876416,fb6fd9ed3ce44660,,1,success_first_try,,1,False,True,True,CWE-22|CWE-601,0,0,0
1,3,CWE-22|CWE-601|CWE-798,3,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698023883520,3d5073ac402df236,,1,success_first_try,,1,False,True,True,CWE-22|CWE-601|CWE-798,0,0,0
1,4,CWE-22|CWE-601|CWE-798|CWE-89,4,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698023884240,02216930e9832ff1,,1,success_first_try,,1,False,True,True,CWE-22|CWE-601|CWE-798|CWE-89,0,0,0
1,4,CWE-22|CWE-601|CWE-798|CWE-89,5,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698023877520,df97091ce4dde8ca,,1,success_first_try,,1,False,True,True,CWE-22|CWE-601|CWE-798|CWE-89,0,0,0
1,4,CWE-22|CWE-601|CWE-798|CWE-89,6,,easy,problem_solver,,,,0,,,0.9,True,0.0,1.0,0.0,139698023880496,d5637224e9ec8ca1,,1,success_first_try,,1,False,True,True,CWE-22|CWE-601|CWE-798|CWE-89,0,0,0
1,4,CWE-22|CWE-601|CWE-798|CWE-89,6,,easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698023880496,d5637224e9ec8ca1,,1,success_first_try,,2,False,True,True,CWE-22|CWE-601|CWE-798|CWE-89,0,0,0
1,2,CWE-20|CWE-798,2,,easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698021323536,943a17d7b90e0116,,1,success_first_try,,1,False,True,True,CWE-20|CWE-798,0,0,0
1,2,CWE-20|CWE-798,3,,medium,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698021323392,895a9ee0a2c8f16d,,1,success_first_try,,1,False,True,True,CWE-20|CWE-798,0,0,0
1,4,CWE-20|CWE-287|CWE-502|CWE-798,4,,easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698021333040,4a36e150edf7883d,,1,success_first_try,,1,False,True,True,CWE-20|CWE-287|CWE-502|CWE-798,0,0,0
1,4,CWE-20|CWE-287|CWE-502|CWE-798,5,,medium,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698021321472,c8a59d1d49ed34f5,,1,success_first_try,,1,False,True,True,CWE-20|CWE-287|CWE-502|CWE-798,0,0,0
2,4,CWE-20|CWE-287|CWE-601|CWE-798,6,,easy,security_fixer,,,codeql:py/clear-text-logging-sensitive-data,1,,,1.0,True,0.0,1.0,0.0,139698021318832,5aafc560f8804acf,,1,success_after_fixer,codeql:py/clear-text-logging-sensitive-data,1,False,True,True,CWE-20|CWE-287|CWE-601|CWE-798,0,0,0
1,3,CWE-22|CWE-78|CWE-89,2,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698025061392,1a4284fe8324666a,,1,success_first_try,,1,False,True,True,CWE-22|CWE-78|CWE-89,0,0,0
1,3,CWE-22|CWE-78|CWE-89,3,,easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698025704832,e41135edec5aa86b,,1,success_first_try,,1,False,True,True,CWE-22|CWE-78|CWE-89,0,0,0
1,3,CWE-22|CWE-78|CWE-89,4,,medium,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698025703296,4de8738883aff86a,,1,success_first_try,,1,False,True,True,CWE-22|CWE-78|CWE-89,0,0,0
1,3,CWE-22|CWE-78|CWE-89,5,,hard,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698025698064,b4e8d9a86955ca4b,,1,success_first_try,,1,False,True,True,CWE-22|CWE-78|CWE-89,0,0,0
